YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3,Population,Latitude,Longitude,Centroid
2013,2013,KY,Kentucky,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.8,9.8,,,9.1,10.5,Overall,Overall,,,,,,21,DIA,DIA2_1,AGEADJPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2016,2016,KY,Kentucky,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,11.5,11.5,,,10.5,12.6,Overall,Overall,,,,,,21,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2015,2015,KY,Kentucky,BRFSS,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,,%,Crude Prevalence,3.0,3,,,2.5,3.6,Overall,Overall,,,,,,21,CKD,CKD3_0,CRDPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2013,2013,KY,Kentucky,BRFSS,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,,%,Crude Prevalence,2.7,2.7,,,2.3,3.1,Overall,Overall,,,,,,21,CKD,CKD3_0,CRDPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2014,2014,KY,Kentucky,BRFSS,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,,%,Age-adjusted Prevalence,3.3,3.3,,,2.8,3.8,Overall,Overall,,,,,,21,CKD,CKD3_0,AGEADJPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2016,2016,KY,Kentucky,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,13.1,13.1,,,12.2,14,Overall,Overall,,,,,,21,DIA,DIA2_1,CRDPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2016,2016,KY,Kentucky,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Age-adjusted Prevalence,39.1,39.1,,,35.6,42.6,Overall,Overall,,,,,,21,ART,ART4_0,AGEADJPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2013,2013,KY,Kentucky,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,9.5,9.5,,,8.7,10.3,Overall,Overall,,,,,,21,AST,AST1_1,CRDPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2016,2016,KY,Kentucky,BRFSS,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,,%,Age-adjusted Prevalence,3.3,3.3,,,2.9,3.8,Overall,Overall,,,,,,21,CKD,CKD3_0,AGEADJPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2015,2015,KY,Kentucky,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,11.9,11.9,,,10.7,13.2,Overall,Overall,,,,,,21,AST,AST1_1,CRDPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2017,2017,KY,Kentucky,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Age-adjusted Prevalence,11.4,11.4,,,10.5,12.4,Overall,Overall,,,,,,21,DIA,DIA2_1,AGEADJPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2014,2014,KY,Kentucky,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,12.5,12.5,,,11.6,13.4,Overall,Overall,,,,,,21,DIA,DIA2_1,CRDPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2015,2015,KY,Kentucky,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Crude Prevalence,41.4,41.4,,,38.7,44.1,Overall,Overall,,,,,,21,ART,ART4_0,CRDPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2014,2014,KY,Kentucky,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,11.9,11.9,,,10.8,13.1,Overall,Overall,,,,,,21,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2015,2015,KY,Kentucky,BRFSS,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,34.0,34,,,32.4,35.8,Overall,Overall,,,,,,21,CVD,CVD5_0,AGEADJPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2017,2017,KY,Kentucky,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Crude Prevalence,47.1,47.1,,,44.3,50,Overall,Overall,,,,,,21,ART,ART4_0,CRDPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2014,2014,KY,Kentucky,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Age-adjusted Prevalence,44,44,,,39.2,48.9,Overall,Overall,,,,,,21,ART,ART4_0,AGEADJPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2017,2017,KY,Kentucky,BRFSS,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,,%,Crude Prevalence,4.0,4,,,3.4,4.7,Overall,Overall,,,,,,21,CKD,CKD3_0,CRDPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2014,2014,KY,Kentucky,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,,%,Crude Prevalence,12.3,12.3,,,11.3,13.3,Overall,Overall,,,,,,21,COPD,COPD2_0,CRDPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2013,2013,KY,Kentucky,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Crude Prevalence,43.2,43.2,,,40.9,45.6,Overall,Overall,,,,,,21,ART,ART4_0,CRDPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2017,2017,KY,Kentucky,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,10.7,10.7,,,9.7,11.9,Overall,Overall,,,,,,21,AST,AST1_1,CRDPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2013,2013,KY,Kentucky,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,,%,Age-adjusted Prevalence,10.4,10.4,,,9.6,11.3,Overall,Overall,,,,,,21,COPD,COPD2_0,AGEADJPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2013,2013,KY,Kentucky,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,10.6,10.6,,,9.9,11.4,Overall,Overall,,,,,,21,DIA,DIA2_1,CRDPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2015,2015,KY,Kentucky,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,13.4,13.4,,,12.4,14.6,Overall,Overall,,,,,,21,DIA,DIA2_1,CRDPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2017,2017,KY,Kentucky,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,12.9,12.9,,,11.8,14,Overall,Overall,,,,,,21,DIA,DIA2_1,CRDPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2015,2015,KY,Kentucky,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,12.0,12,,,10.7,13.5,Overall,Overall,,,,,,21,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2013,2013,KY,Kentucky,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.3,9.3,,,8.5,10.3,Overall,Overall,,,,,,21,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2016,2016,KY,Kentucky,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Crude Prevalence,43.5,43.5,,,41.2,45.9,Overall,Overall,,,,,,21,ART,ART4_0,CRDPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2014,2014,KY,Kentucky,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Crude Prevalence,44.5,44.5,,,42.1,47,Overall,Overall,,,,,,21,ART,ART4_0,CRDPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2015,2015,KY,Kentucky,BRFSS,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,,%,Crude Prevalence,40.7,40.7,,,38.9,42.4,Overall,Overall,,,,,,21,CVD,CVD5_0,CRDPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2017,2017,KY,Kentucky,BRFSS,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,32.7,32.7,,,31.1,34.3,Overall,Overall,,,,,,21,CVD,CVD5_0,AGEADJPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2013,2013,KY,Kentucky,BRFSS,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,37.0,37,,,35.6,38.5,Overall,Overall,,,,,,21,CVD,CVD5_0,AGEADJPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2017,2017,KY,Kentucky,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,,%,Crude Prevalence,12.2,12.2,,,11.1,13.4,Overall,Overall,,,,,,21,COPD,COPD2_0,CRDPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2015,2015,KY,Kentucky,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Age-adjusted Prevalence,12.2,12.2,,,11.2,13.3,Overall,Overall,,,,,,21,DIA,DIA2_1,AGEADJPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2015,2015,KY,Kentucky,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,,%,Age-adjusted Prevalence,11.2,11.2,,,10.2,12.3,Overall,Overall,,,,,,21,COPD,COPD2_0,AGEADJPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2017,2017,KY,Kentucky,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.6,10.6,,,9.5,11.8,Overall,Overall,,,,,,21,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,,4041769,37.808159,-85.241819,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}"
2017,2017,AL,Alabama,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,12.7,12.7,,,11.8,13.6,Overall,Overall,,,,,,01,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2013,2013,AL,Alabama,NVSS,Alcohol,Chronic liver disease mortality,,,Number,577,577,,,,,Overall,Overall,,,,,,01,ALC,ALC6_0,NMBR,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2014,2014,AL,Alabama,NVSS,Alcohol,Chronic liver disease mortality,,,Number,683,683,,,,,Overall,Overall,,,,,,01,ALC,ALC6_0,NMBR,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2016,2016,AL,Alabama,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,16.1,16.1,,,14.9,17.2,Overall,Overall,,,,,,01,ALC,ALC6_0,CRDRATE,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2015,2015,AL,Alabama,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,12.5,12.5,,,11.5,13.4,Overall,Overall,,,,,,01,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2014,2014,AL,Alabama,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,14.1,14.1,,,13,15.1,Overall,Overall,,,,,,01,ALC,ALC6_0,CRDRATE,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2016,2016,AL,Alabama,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,13.2,13.2,,,12.3,14.2,Overall,Overall,,,,,,01,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2014,2014,AL,Alabama,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,11.8,11.8,,,10.9,12.7,Overall,Overall,,,,,,01,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2013,2013,AL,Alabama,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,10.1,10.1,,,9.2,10.9,Overall,Overall,,,,,,01,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2015,2015,AL,Alabama,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,14.7,14.7,,,13.7,15.8,Overall,Overall,,,,,,01,ALC,ALC6_0,CRDRATE,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2017,2017,AL,Alabama,NVSS,Alcohol,Chronic liver disease mortality,,,Number,756,756,,,,,Overall,Overall,,,,,,01,ALC,ALC6_0,NMBR,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2013,2013,AL,Alabama,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,11.9,11.9,,,11,12.9,Overall,Overall,,,,,,01,ALC,ALC6_0,CRDRATE,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2016,2016,AL,Alabama,NVSS,Alcohol,Chronic liver disease mortality,,,Number,781,781,,,,,Overall,Overall,,,,,,01,ALC,ALC6_0,NMBR,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2015,2015,AL,Alabama,NVSS,Alcohol,Chronic liver disease mortality,,,Number,716,716,,,,,Overall,Overall,,,,,,01,ALC,ALC6_0,NMBR,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2017,2017,AL,Alabama,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,15.5,15.5,,,14.4,16.6,Overall,Overall,,,,,,01,ALC,ALC6_0,CRDRATE,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2014,2018,AL,Alabama,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Age-adjusted Rate,173.5,173.5,,,171.9,175,Overall,Overall,,,,,,01,CAN,CAN4_2,AVGANNAGEADJRATE,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2014,2018,AL,Alabama,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,,Average Annual Number,10420,10420,,,,,Overall,Overall,,,,,,01,CAN,CAN4_2,AVGANNNMBR,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2013,2017,AL,Alabama,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Crude Rate,213.5,213.5,,,211.7,215.3,Overall,Overall,,,,,,01,CAN,CAN4_2,AVGANNCRDRATE,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2015,2019,AL,Alabama,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Age-adjusted Rate,170.0,170,,,168.5,171.5,Overall,Overall,,,,,,01,CAN,CAN4_2,AVGANNAGEADJRATE,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2014,2018,AL,Alabama,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Crude Rate,214.2,214.2,,,212.4,216.1,Overall,Overall,,,,,,01,CAN,CAN4_2,AVGANNCRDRATE,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2013,2017,AL,Alabama,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,,Average Annual Number,10359,10359,,,,,Overall,Overall,,,,,,01,CAN,CAN4_2,AVGANNNMBR,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2015,2019,AL,Alabama,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Crude Rate,213.6,213.6,,,211.8,215.5,Overall,Overall,,,,,,01,CAN,CAN4_2,AVGANNCRDRATE,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2013,2017,AL,Alabama,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Age-adjusted Rate,175.8,175.8,,,174.3,177.4,Overall,Overall,,,,,,01,CAN,CAN4_2,AVGANNAGEADJRATE,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2015,2019,AL,Alabama,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,,Average Annual Number,10416,10416,,,,,Overall,Overall,,,,,,01,CAN,CAN4_2,AVGANNNMBR,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2015,2015,AL,Alabama,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,13.5,13.5,,,12.6,14.4,Overall,Overall,,,,,,01,DIA,DIA2_1,CRDPREV,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2015,2015,AL,Alabama,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Age-adjusted Prevalence,37.7,37.7,,,34.2,41.4,Overall,Overall,,,,,,01,ART,ART4_0,AGEADJPREV,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2015,2015,AL,Alabama,BRFSS,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,,%,Crude Prevalence,42.0,42,,,40.4,43.6,Overall,Overall,,,,,,01,CVD,CVD5_0,CRDPREV,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2017,2017,AL,Alabama,BRFSS,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,31.1,31.1,,,29.7,32.6,Overall,Overall,,,,,,01,CVD,CVD5_0,AGEADJPREV,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2017,2017,AL,Alabama,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Age-adjusted Prevalence,37.5,37.5,,,33.4,41.7,Overall,Overall,,,,,,01,ART,ART4_0,AGEADJPREV,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2013,2013,AL,Alabama,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Age-adjusted Prevalence,39.3,39.3,,,33.6,45.4,Overall,Overall,,,,,,01,ART,ART4_0,AGEADJPREV,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2013,2013,AL,Alabama,BRFSS,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,37.7,37.7,,,35.9,39.7,Overall,Overall,,,,,,01,CVD,CVD5_0,AGEADJPREV,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2013,2013,AL,Alabama,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Crude Prevalence,44.3,44.3,,,41.8,46.9,Overall,Overall,,,,,,01,ART,ART4_0,CRDPREV,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2015,2015,AL,Alabama,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.9,9.9,,,8.9,10.9,Overall,Overall,,,,,,01,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2017,2017,AL,Alabama,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,,%,Crude Prevalence,10.8,10.8,,,9.9,11.8,Overall,Overall,,,,,,01,COPD,COPD2_0,CRDPREV,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2017,2017,AL,Alabama,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,14.2,14.2,,,13.2,15.2,Overall,Overall,,,,,,01,DIA,DIA2_1,CRDPREV,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2013,2013,AL,Alabama,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.5,8.5,,,7.6,9.6,Overall,Overall,,,,,,01,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2015,2015,AL,Alabama,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Crude Prevalence,41.7,41.7,,,39.4,44.1,Overall,Overall,,,,,,01,ART,ART4_0,CRDPREV,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2017,2017,AL,Alabama,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Crude Prevalence,42.3,42.3,,,39.9,44.8,Overall,Overall,,,,,,01,ART,ART4_0,CRDPREV,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2017,2017,AL,Alabama,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.9,10.9,,,9.8,12.1,Overall,Overall,,,,,,01,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2013,2013,AL,Alabama,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,13.8,13.8,,,12.8,14.9,Overall,Overall,,,,,,01,DIA,DIA2_1,CRDPREV,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
2013,2013,AL,Alabama,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,,%,Crude Prevalence,10.3,10.3,,,9.3,11.4,Overall,Overall,,,,,,01,COPD,COPD2_0,CRDPREV,OVERALL,OVR,,,,,4447100,33.001471,-86.766233,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}"
